id,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
3327,7.5,0.39,0.42,1.8,0.075,19.0,71.0,0.9961,3.15,0.54,9.8,5.0
3328,7.2,0.67,0.24,1.7,0.077,13.0,27.0,0.99704,3.35,0.53,9.7,4.0
3329,5.6,0.61,0.21,1.9,0.077,5.0,22.0,0.99716,3.45,0.48,14.0,6.0
3330,6.8,0.61,0.02,1.9,0.069,11.0,43.0,0.9972,3.44,0.56,11.3,4.0
3331,9.0,0.46,0.49,1.6,0.054,15.0,42.0,0.99616,3.3,0.6,9.8,5.0
3332,9.6,0.5,0.31,1.7,0.098,17.0,40.0,0.99557,3.23,0.63,9.3,5.0
3333,9.3,0.41,0.44,1.9,0.086,18.0,37.0,1.001,3.23,0.55,9.3,5.0
3334,9.0,0.24,0.4,2.3,0.0969999999999999,13.0,30.0,0.9984,3.24,0.59,10.4,6.0
3335,8.3,0.43,0.24,1.7,0.077,3.0,10.0,0.9967,3.26,0.58,9.6,5.0
3336,7.7,0.69,0.09,2.0,0.095,6.0,31.0,0.9982,3.3,0.66,10.0,6.0
3337,8.2,0.48,0.31,1.8,0.0819999999999999,6.0,23.0,0.9972,3.24,0.62,9.5,5.0
3338,8.6,0.52,0.26,1.6,0.074,7.0,42.0,0.99536,3.26,0.51,9.5,5.0
3339,6.8,0.78,0.0,2.0,0.087,15.0,31.0,0.99622,3.42,0.54,11.1,6.0
3340,7.9,0.37,0.27,2.2,0.077,15.0,49.0,0.9968,3.36,0.68,9.3,6.0
3341,6.8,0.36,0.32,1.4,0.078,6.0,20.0,0.99632,3.41,0.63,9.4,5.0
3342,7.7,0.51,0.09,1.6,0.077,5.0,11.0,0.99572,3.1,0.54,9.8,6.0
3343,6.1,0.53,0.08,2.3,0.079,19.0,32.0,0.9956,3.41,0.58,9.6,6.0
3344,6.3,0.5,0.11,1.9,0.07,11.0,28.0,0.99467,3.43,0.63,9.4,6.0
3345,7.7,0.5,0.2,2.4,0.05,7.0,46.0,0.9971,3.41,0.67,9.8,6.0
3346,7.2,0.47,0.25,2.9,0.094,6.0,28.0,0.9971,3.21,0.6,10.9,6.0
3347,7.6,0.43,0.26,2.2,0.0969999999999999,8.0,31.0,0.9976,3.29,0.62,10.9,6.0
3348,8.0,0.47,0.18,2.3,0.076,15.0,29.0,0.9956,3.27,0.58,11.9,6.0
3349,7.5,0.38,0.41,2.2,0.084,23.0,58.0,0.99652,3.32,0.58,10.9,5.0
3350,10.5,0.41,0.47,1.9,0.078,9.0,27.0,0.9976,3.42,0.59,10.4,7.0
3351,7.2,0.62,0.06,2.1,0.079,8.0,16.0,0.9961,3.35,0.57,11.4,7.0
3352,7.5,0.39,0.49,2.6,0.071,6.0,28.0,0.99578,3.15,0.5,9.4,6.0
3353,7.5,0.64,0.02,2.2,0.071,29.0,64.0,0.9988,3.35,0.58,9.8,5.0
3354,7.8,0.5,0.23,1.9,0.076,21.0,58.0,0.99672,3.38,0.59,9.6,5.0
3355,7.1,0.35,0.32,2.3,0.08,18.0,33.0,0.9964,3.33,0.78,10.7,6.0
3356,7.9,0.37,0.32,2.2,0.063,8.0,28.0,0.9972,3.31,0.65,9.6,5.0
3357,6.6,0.5,0.02,2.5,0.074,12.0,17.0,0.9963,3.35,0.68,11.5,6.0
3358,7.8,0.58,0.02,2.2,0.067,8.0,12.0,0.9955,3.5,0.48,11.2,6.0
3359,9.2,0.56,0.22,2.0,0.094,17.0,34.0,0.9987,3.33,0.62,9.5,5.0
3360,9.5,0.61,0.24,2.1,0.093,10.0,47.0,0.9974,3.19,0.6,10.9,6.0
3361,8.9,0.54,0.15,2.1,0.074,6.0,13.0,0.9966,3.27,0.72,11.2,7.0
3362,8.8,0.39,0.4,2.6,0.078,12.0,37.0,0.99708,3.14,0.55,9.3,5.0
3363,7.5,0.51,0.13,2.2,0.074,5.0,14.0,0.99636,3.39,0.58,9.8,6.0
3364,9.0,0.32,0.42,2.1,0.053,6.0,16.0,0.9972,3.26,0.6,9.4,7.0
3365,7.0,0.36,0.28,1.6,0.069,5.0,16.0,0.9964,3.34,0.64,9.4,6.0
3366,7.9,0.47,0.26,1.9,0.104,6.0,16.0,0.99604,3.51,0.6,10.4,6.0
3367,6.8,0.38,0.07,2.3,0.079,5.0,19.0,0.99354,3.47,0.56,9.2,6.0
3368,8.7,0.51,0.01,2.6,0.095,10.0,28.0,0.9961,3.42,0.58,9.2,6.0
3369,10.0,0.41,0.39,2.5,0.078,21.0,42.0,0.9988,3.27,0.72,10.0,6.0
3370,9.9,0.39,0.36,2.2,0.0819999999999999,21.0,58.0,0.99516,3.36,0.63,11.0,7.0
3371,10.1,0.5,0.49,2.2,0.079,5.0,15.0,0.9982,3.3,0.61,10.5,6.0
3372,6.4,0.59,0.02,2.0,0.073,13.0,47.0,0.9976,3.45,0.55,11.8,5.0
3373,8.5,0.41,0.24,1.8,0.08,12.0,24.0,0.9976,3.2,0.74,10.5,5.0
3374,7.5,0.52,0.02,1.8,0.0819999999999999,9.0,28.0,0.9962,3.54,0.6,9.2,5.0
3375,7.8,0.59,0.04,2.2,0.08,6.0,24.0,0.9976,3.66,0.6,10.0,6.0
3376,7.5,0.57,0.02,2.2,0.08,27.0,46.0,0.9976,3.37,0.58,9.4,5.0
3377,9.0,0.63,0.15,2.0,0.074,25.0,29.0,0.9983,3.21,0.55,13.0,7.0
3378,10.1,0.33,0.49,2.4,0.075,4.0,11.0,0.9948,3.19,0.57,9.8,5.0
3379,10.6,0.38,0.56,1.9,0.077,18.0,34.0,0.99538,3.29,0.57,12.5,5.0
3380,7.2,0.68,0.0,2.3,0.079,21.0,52.0,0.9991,3.39,0.72,9.5,5.0
3381,8.3,0.41,0.44,2.0,0.08,6.0,21.0,0.99596,3.14,0.84,10.3,5.0
3382,9.3,0.5,0.49,2.8,0.11,9.0,28.0,0.9978,3.31,0.67,11.4,6.0
3383,7.7,0.3,0.46,2.9,0.085,7.0,18.0,0.9988,3.29,0.55,9.4,4.0
3384,7.8,0.55,0.02,2.3,0.074,22.0,48.0,0.9959,3.39,0.63,9.5,6.0
3385,9.4,0.3,0.44,2.5,0.074,8.0,20.0,0.99534,3.31,0.52,11.0,5.0
3386,8.9,0.31,0.4,2.6,0.078,6.0,14.0,0.9972,3.23,0.59,11.5,5.0
3387,12.5,0.36,0.49,1.8,0.0969999999999999,27.0,52.0,0.99734,3.14,0.71,10.4,5.0
3388,9.8,0.725,0.0,2.5,0.088,12.0,24.0,0.9961,3.38,0.64,11.0,7.0
3389,7.5,0.49,0.11,1.8,0.079,18.0,27.0,0.998,3.42,0.48,10.9,5.0
3390,11.5,0.67,0.23,1.8,0.065,15.0,35.0,0.9964,3.33,0.89,11.1,7.0
3391,6.7,0.58,0.11,1.8,0.068,18.0,28.0,0.997,3.49,0.59,9.5,6.0
3392,6.5,0.43,0.32,2.3,0.095,5.0,14.0,0.9979,3.34,0.72,9.3,4.0
3393,7.4,0.615,0.06,1.7,0.078,21.0,49.0,0.9988,3.42,0.56,11.5,6.0
3394,7.3,0.58,0.02,1.7,0.074,12.0,24.0,0.9956,3.38,0.74,9.8,5.0
3395,7.6,0.62,0.01,2.8,0.068,16.0,40.0,0.9962,3.26,0.49,9.8,5.0
3396,7.4,0.5,0.13,2.0,0.0579999999999999,17.0,92.0,0.9982,3.45,0.44,9.4,3.0
3397,7.4,0.58,0.04,2.4,0.106,17.0,28.0,0.9956,3.39,0.52,9.2,5.0
3398,7.4,0.57,0.02,2.0,0.08,18.0,49.0,0.9973,3.37,0.59,9.9,5.0
3399,8.5,0.69,0.05,2.1,0.077,16.0,86.0,0.9988,3.37,0.53,9.8,6.0
3400,7.5,0.33,0.24,1.7,0.085,8.0,27.0,0.99458,3.44,0.77,9.5,5.0
3401,6.2,0.72,0.02,2.4,0.0819999999999999,29.0,44.0,0.9982,3.39,0.57,9.5,5.0
3402,9.0,0.58,0.36,2.4,0.0969999999999999,25.0,51.0,0.9974,3.17,0.54,9.5,5.0
3403,10.3,0.47,0.45,3.0,0.078,5.0,13.0,0.9988,3.27,0.78,10.1,5.0
3404,7.2,0.48,0.23,2.4,0.085,18.0,37.0,0.9972,3.34,0.71,10.9,5.0
3405,7.8,0.725,0.08,2.1,0.075,12.0,23.0,0.9972,3.27,0.6,9.3,5.0
3406,7.7,0.645,0.0,2.6,0.074,29.0,105.0,0.99704,3.32,0.53,9.7,6.0
3407,7.4,0.52,0.22,2.2,0.091,14.0,28.0,0.9948,3.39,0.6,9.2,6.0
3408,7.2,0.59,0.17,2.2,0.066,21.0,119.0,0.9968,3.38,0.59,9.5,5.0
3409,6.4,0.49,0.0,2.0,0.081,13.0,24.0,0.9948,3.62,0.58,9.3,6.0
3410,7.6,0.59,0.17,2.3,0.077,17.0,35.0,0.99572,3.17,0.55,9.9,5.0
3411,7.9,0.52,0.26,1.8,0.091,23.0,60.0,0.99708,3.21,0.61,9.5,6.0
3412,8.0,0.55,0.24,1.7,0.063,10.0,17.0,0.99736,3.21,0.65,10.7,6.0
3413,8.4,0.46,0.31,2.6,0.091,6.0,18.0,0.9976,3.19,0.56,10.4,6.0
3414,7.8,0.43,0.49,2.2,0.095,12.0,31.0,0.9994,3.26,0.87,11.4,7.0
3415,7.1,0.36,0.22,2.0,0.077,7.0,19.0,0.9986,3.36,0.45,9.4,6.0
3416,10.1,0.67,0.3,2.2,0.087,17.0,119.0,0.99746,3.14,0.72,9.5,5.0
3417,7.8,0.58,0.06,2.5,0.083,5.0,15.0,0.9948,3.18,0.67,9.4,5.0
3418,7.5,0.78,0.02,2.1,0.075,11.0,44.0,0.9982,3.35,0.72,9.5,6.0
3419,8.3,0.66,0.12,1.7,0.068,5.0,28.0,0.9976,3.21,0.57,9.8,5.0
3420,7.6,0.4,0.28,2.1,0.079,8.0,27.0,0.9976,3.29,0.63,9.3,5.0
3421,8.1,0.31,0.49,2.3,0.068,11.0,25.0,0.99397,3.14,0.86,12.0,6.0
3422,7.9,0.51,0.24,2.2,0.062,12.0,66.0,0.9948,3.38,0.61,9.4,5.0
3423,5.9,0.715,0.0,1.6,0.095,7.0,28.0,0.9972,3.38,0.55,9.2,5.0
3424,7.0,0.38,0.24,2.3,0.08,26.0,33.0,0.99538,3.34,0.58,11.1,6.0
3425,7.2,0.51,0.0,2.0,0.095,14.0,38.0,0.9988,3.42,0.56,9.4,6.0
3426,7.9,0.28,0.4,2.0,0.077,19.0,41.0,0.99467,3.31,0.57,9.5,4.0
3427,7.7,0.47,0.24,2.0,0.084,3.0,9.0,0.9971,3.35,0.71,10.4,5.0
3428,7.6,0.41,0.31,2.4,0.073,5.0,16.0,0.99418,3.45,0.55,11.1,5.0
3429,6.9,0.55,0.26,2.2,0.072,21.0,47.0,0.995,3.41,0.54,12.0,7.0
3430,8.3,0.6,0.08,2.5,0.085,7.0,16.0,0.9987,3.15,0.49,9.5,5.0
3431,7.0,0.33,0.27,2.0,0.0969999999999999,29.0,69.0,0.9986,3.35,0.55,9.5,5.0
3432,7.4,0.62,0.06,2.2,0.076,26.0,70.0,0.9994,3.3,0.52,9.7,5.0
3433,7.3,0.645,0.08,1.8,0.068,9.0,28.0,0.9963,2.92,0.53,11.3,7.0
3434,8.2,0.61,0.32,1.9,0.078,7.0,35.0,0.99612,3.16,0.59,9.4,5.0
3435,10.8,0.28,0.49,2.4,0.074,11.0,20.0,1.0002,3.08,0.62,9.6,5.0
3436,8.3,0.58,0.32,2.1,0.094,10.0,37.0,0.9972,3.26,0.55,9.3,6.0
3437,6.7,0.64,0.01,1.8,0.062,15.0,49.0,0.99615,3.39,0.62,10.0,6.0
3438,8.7,0.36,0.3,2.4,0.088,23.0,52.0,0.9976,3.29,0.44,10.9,5.0
3439,10.8,0.24,0.49,2.1,0.074,12.0,47.0,0.9976,3.04,0.72,9.6,5.0
3440,7.2,0.53,0.22,2.6,0.094,6.0,22.0,0.99484,3.33,0.53,9.8,6.0
3441,7.7,0.7,0.02,2.5,0.094,18.0,20.0,0.9957,3.44,0.54,9.5,5.0
3442,7.8,0.57,0.26,2.9,0.083,11.0,23.0,0.9982,3.17,0.72,9.8,6.0
3443,7.4,0.51,0.23,2.3,0.077,6.0,13.0,0.9958,3.39,1.12,9.5,6.0
3444,6.9,0.47,0.19,2.3,0.0579999999999999,19.0,31.0,0.99494,3.43,0.46,10.0,6.0
3445,8.3,0.36,0.22,2.2,0.08,17.0,119.0,0.99498,3.48,0.57,9.1,5.0
3446,7.7,0.39,0.42,2.2,0.098,16.0,86.0,0.99576,3.42,0.56,9.4,5.0
3447,7.9,0.53,0.22,2.2,0.077,14.0,45.0,0.99668,3.25,0.53,9.9,5.0
3448,10.9,0.41,0.44,2.5,0.08,11.0,35.0,0.9984,3.17,0.93,9.8,6.0
3449,7.2,0.5,0.32,2.1,0.069,10.0,22.0,0.9958,3.09,0.57,9.5,6.0
3450,7.0,0.57,0.0,2.6,0.084,25.0,49.0,0.99494,3.42,0.54,10.0,7.0
3451,10.4,0.36,0.54,2.7,0.084,12.0,86.0,0.9983,3.17,0.87,12.0,7.0
3452,7.3,0.66,0.03,1.4,0.091,18.0,38.0,0.9973,3.35,0.52,10.0,5.0
3453,7.4,0.48,0.29,3.8,0.084,31.0,131.0,0.99642,3.29,0.57,9.5,5.0
3454,7.9,0.52,0.23,2.1,0.07,7.0,23.0,0.9976,3.36,0.56,9.6,5.0
3455,7.1,0.52,0.03,2.3,0.048,6.0,12.0,0.9964,3.44,0.56,10.3,6.0
3456,7.9,0.645,0.0,1.9,0.073,11.0,31.0,0.9974,3.39,0.54,9.3,6.0
3457,8.7,0.49,0.22,1.8,0.074,33.0,139.0,0.9982,3.39,0.67,11.4,6.0
3458,13.1,0.31,0.74,2.0,0.071,14.0,38.0,1.0002,3.12,0.68,9.7,5.0
3459,9.0,0.44,0.23,1.8,0.071,6.0,24.0,0.9966,3.43,0.44,9.8,6.0
3460,7.6,0.67,0.02,2.6,0.074,9.0,32.0,0.9972,3.27,0.54,10.8,7.0
3461,8.3,0.5,0.29,2.7,0.093,21.0,60.0,0.9964,3.29,0.53,9.4,5.0
3462,11.8,0.27,0.66,4.2,0.079,13.0,51.0,1.001,3.09,0.64,10.7,6.0
3463,9.1,0.715,0.46,2.3,0.076,18.0,91.0,0.9958,3.27,0.61,9.4,6.0
3464,7.2,0.48,0.08,2.0,0.064,5.0,13.0,0.9968,3.31,0.5,10.5,5.0
3465,9.8,0.28,0.38,2.0,0.077,23.0,58.0,0.9976,3.28,0.59,9.8,5.0
3466,6.3,0.66,0.19,2.1,0.079,5.0,17.0,0.9958,3.41,0.58,9.5,6.0
3467,7.1,0.34,0.24,1.9,0.0819999999999999,6.0,15.0,0.9984,3.41,0.6,10.5,6.0
3468,6.3,0.87,0.21,2.5,0.07,15.0,86.0,0.99747,3.4,0.52,9.8,6.0
3469,8.3,0.6,0.18,2.1,0.077,17.0,85.0,0.9997,3.37,0.56,9.7,5.0
3470,8.6,0.67,0.0,2.6,0.0969999999999999,7.0,17.0,0.9982,3.2,0.55,9.4,4.0
3471,7.2,0.43,0.01,2.0,0.061,12.0,44.0,0.99546,3.29,0.57,11.1,5.0
3472,8.9,0.51,0.36,2.1,0.07,15.0,33.0,0.99975,3.32,0.69,11.7,7.0
3473,7.8,0.58,0.0,2.8,0.062,6.0,16.0,0.9966,3.39,0.53,9.8,5.0
3474,7.0,0.59,0.07,2.1,0.092,7.0,20.0,0.99655,3.43,0.53,12.5,7.0
3475,10.6,0.49,0.43,2.3,0.07,5.0,18.0,0.995,3.14,0.67,10.9,6.0
3476,8.3,0.46,0.35,2.6,0.073,12.0,45.0,0.99708,3.3,0.56,10.3,4.0
3477,6.6,0.7,0.02,1.65,0.074,15.0,49.0,0.9969,3.56,0.61,10.0,7.0
3478,11.2,0.47,0.57,2.6,0.0969999999999999,12.0,26.0,0.9963,3.35,0.72,9.6,6.0
3479,7.1,0.43,0.34,2.3,0.087,15.0,34.0,0.9983,3.25,0.72,9.5,5.0
3480,7.5,0.725,0.02,2.0,0.0579999999999999,19.0,58.0,0.9948,3.22,0.56,9.9,6.0
3481,7.0,0.79,0.01,1.9,0.06,5.0,13.0,0.9972,3.31,0.64,9.4,5.0
3482,7.1,0.58,0.04,2.0,0.073,9.0,22.0,0.9986,3.36,0.7,9.4,6.0
3483,9.2,0.38,0.44,2.1,0.063,7.0,31.0,0.9972,3.26,0.61,9.9,5.0
3484,10.3,0.42,0.53,2.0,0.094,8.0,25.0,0.997,3.2,0.59,11.9,7.0
3485,9.1,0.4,0.22,2.5,0.073,7.0,18.0,0.9964,3.35,0.63,9.2,5.0
3486,8.6,0.53,0.0,2.1,0.076,5.0,14.0,0.99744,3.15,0.77,11.7,5.0
3487,11.8,0.5,0.44,2.2,0.0819999999999999,19.0,46.0,1.0004,3.0,0.77,9.4,5.0
3488,7.4,0.28,0.42,1.9,0.069,9.0,23.0,0.9972,3.23,0.62,9.9,5.0
3489,9.9,0.39,0.49,1.9,0.069,4.0,11.0,0.9973,3.22,0.69,10.8,5.0
3490,7.8,0.62,0.18,1.9,0.075,14.0,27.0,0.9965,3.26,0.61,9.3,5.0
3491,7.8,0.34,0.18,1.9,0.079,5.0,15.0,0.9976,3.35,0.46,9.5,6.0
3492,7.5,0.48,0.24,2.8,0.081,8.0,32.0,0.99636,3.31,0.55,9.6,6.0
3493,7.5,0.59,0.1,2.1,0.076,17.0,43.0,0.99458,3.3,0.6,10.6,5.0
3494,8.3,0.51,0.31,1.6,0.083,13.0,50.0,0.9972,3.46,0.55,9.5,5.0
3495,7.9,0.6,0.23,2.4,0.079,9.0,22.0,0.99786,3.26,0.6,10.4,7.0
3496,6.6,0.47,0.04,2.2,0.064,14.0,31.0,0.99768,3.34,0.53,12.6,6.0
3497,8.6,0.725,0.23,2.6,0.086,19.0,68.0,0.9968,3.34,0.48,11.0,6.0
3498,7.9,0.635,0.25,2.6,0.047,6.0,12.0,0.9968,3.52,0.47,11.6,6.0
3499,9.3,0.43,0.33,2.6,0.045,9.0,24.0,0.9964,3.23,0.6,9.4,5.0
3500,7.2,0.55,0.14,1.9,0.08,32.0,89.0,0.99484,3.55,0.49,9.7,6.0
3501,7.3,0.57,0.03,2.2,0.083,6.0,15.0,0.9982,3.09,0.59,9.2,5.0
3502,7.2,0.59,0.03,2.4,0.071,13.0,27.0,0.9955,3.21,0.75,9.8,6.0
3503,8.4,0.43,0.34,2.2,0.0819999999999999,34.0,70.0,0.9964,3.37,0.59,9.5,5.0
3504,8.8,0.57,0.31,1.8,0.084,5.0,17.0,0.9988,3.3,0.48,9.4,6.0
3505,8.0,0.24,0.4,2.2,0.077,17.0,72.0,0.9983,3.34,0.54,9.8,6.0
3506,8.8,0.61,0.26,2.9,0.0969999999999999,7.0,28.0,0.9965,3.27,0.57,9.3,6.0
3507,6.2,0.32,0.26,2.1,0.088,14.0,37.0,0.9976,3.45,0.6,11.0,6.0
3508,7.0,0.38,0.29,2.3,0.054,24.0,125.0,0.9972,3.35,0.61,9.2,5.0
3509,8.9,0.42,0.34,2.1,0.072,16.0,65.0,0.9982,3.32,0.48,9.6,6.0
3510,7.8,0.635,0.01,1.9,0.059,8.0,16.0,0.99546,3.36,0.66,11.5,6.0
3511,8.9,0.66,0.04,1.8,0.073,11.0,24.0,0.9971,3.42,0.7,9.3,6.0
3512,7.1,0.73,0.12,2.2,0.079,18.0,119.0,0.9969,3.21,0.56,9.5,5.0
3513,9.0,0.43,0.22,2.0,0.077,13.0,37.0,0.9976,3.4,0.66,10.5,7.0
3514,7.5,0.47,0.2,1.8,0.046,12.0,86.0,0.99576,3.46,0.71,9.5,6.0
3515,7.5,0.62,0.03,2.3,0.0819999999999999,21.0,46.0,0.99492,3.56,0.59,9.4,5.0
3516,8.0,0.4,0.49,2.2,0.071,7.0,18.0,0.9976,3.18,0.5,10.5,6.0
3517,7.0,0.28,0.39,1.4,0.069,6.0,12.0,0.9966,3.3,0.6,9.2,5.0
3518,9.3,0.35,0.33,3.1,0.077,5.0,13.0,0.9976,3.56,0.59,11.0,6.0
3519,15.0,0.6,0.66,1.9,0.073,7.0,35.0,1.0,3.1,0.67,9.4,5.0
3520,10.0,0.37,0.47,2.6,0.092,10.0,20.0,0.99655,3.27,0.66,11.4,7.0
3521,7.2,0.59,0.12,4.7,0.0819999999999999,3.0,7.0,0.99708,3.36,0.59,10.5,6.0
3522,7.2,0.63,0.1,2.1,0.069,29.0,52.0,0.9983,3.43,0.68,9.5,5.0
3523,6.9,0.6,0.22,2.0,0.068,12.0,35.0,0.9978,3.34,0.54,9.6,6.0
3524,7.9,0.61,0.18,2.0,0.077,9.0,21.0,0.997,3.5,0.67,10.9,5.0
3525,9.0,0.31,0.4,2.2,0.073,21.0,119.0,0.9988,3.23,0.62,10.8,5.0
3526,8.0,0.46,0.24,2.4,0.077,19.0,38.0,0.9959,3.32,0.74,9.9,5.0
3527,12.6,0.27,0.34,2.6,0.0819999999999999,6.0,23.0,0.9968,3.3,0.6,10.9,6.0
3528,8.2,0.43,0.33,2.6,0.072,8.0,18.0,0.9991,3.38,0.73,12.0,7.0
3529,9.9,0.38,0.33,4.1,0.078,28.0,54.0,0.9983,3.29,0.72,9.3,6.0
3530,7.8,0.59,0.25,5.6,0.073,10.0,22.0,0.99708,3.31,0.6,9.8,5.0
3531,7.0,0.4,0.45,2.1,0.085,14.0,36.0,0.9972,3.35,0.55,11.2,6.0
3532,8.0,0.18,0.46,2.1,0.081,19.0,38.0,0.9982,3.14,0.76,12.0,5.0
3533,9.9,0.43,0.42,1.9,0.064,15.0,46.0,0.99538,3.32,0.64,9.5,5.0
3534,6.1,0.41,0.21,2.1,0.084,12.0,20.0,0.99668,3.36,0.53,10.3,5.0
3535,8.8,0.6,0.24,2.2,0.078,14.0,58.0,0.9972,3.2,0.72,10.0,6.0
3536,7.9,0.46,0.21,2.8,0.062,14.0,33.0,0.9978,3.34,0.55,9.5,6.0
3537,8.9,0.67,0.15,2.4,0.063,10.0,22.0,0.99774,3.32,0.55,9.4,5.0
3538,7.8,0.41,0.0,2.0,0.068,9.0,29.0,0.99615,3.36,0.81,10.5,6.0
3539,7.9,0.6,0.29,1.8,0.077,24.0,44.0,0.99498,3.18,0.54,10.0333333333333,6.0
3540,12.5,0.69,0.49,2.0,0.08,10.0,28.0,0.9986,3.15,0.6,9.2,5.0
3541,7.3,0.36,0.21,2.0,0.09,36.0,88.0,0.9948,3.42,0.57,11.2,5.0
3542,7.6,0.39,0.39,2.1,0.068,14.0,33.0,0.9947,3.14,0.77,12.0,7.0
3543,8.2,0.38,0.39,2.7,0.084,27.0,60.0,0.99682,3.2,0.73,9.8,5.0
3544,8.6,0.6,0.28,2.1,0.062,20.0,54.0,0.99668,3.26,0.6,11.2,6.0
3545,10.2,0.36,0.44,2.5,0.077,24.0,34.0,0.9994,3.18,0.43,11.6,6.0
3546,10.7,0.49,0.41,2.4,0.086,6.0,18.0,0.99458,3.02,0.69,11.9,6.0
3547,9.8,0.49,0.47,2.6,0.092,25.0,52.0,0.9984,3.1,0.65,11.1,6.0
3548,7.4,0.7,0.07,2.0,0.078,6.0,17.0,0.9984,3.5,0.76,9.2,5.0
3549,7.0,0.6,0.0,1.8,0.09,13.0,34.0,0.99572,3.34,0.73,9.4,5.0
3550,8.8,0.39,0.25,1.7,0.0969999999999999,6.0,32.0,0.9966,3.34,0.49,10.5,6.0
3551,8.1,0.51,0.23,2.2,0.078,12.0,31.0,0.99672,3.28,0.54,12.2,7.0
3552,7.8,0.51,0.15,2.1,0.073,6.0,29.0,0.9991,3.25,0.81,11.0,7.0
3553,6.9,0.47,0.08,3.3,0.012,6.0,16.0,0.9994,3.39,0.6,10.0,7.0
3554,7.5,0.57,0.01,2.2,0.084,31.0,131.0,0.9976,3.35,0.46,9.3,6.0
3555,7.5,0.37,0.24,2.0,0.094,7.0,23.0,0.9987,3.31,0.52,9.2,6.0
3556,6.5,0.55,0.08,2.4,0.0819999999999999,15.0,28.0,0.9962,3.38,0.57,10.7,5.0
3557,6.6,0.47,0.11,2.4,0.076,21.0,67.0,0.9978,3.22,0.74,10.7,6.0
3558,11.6,0.39,0.49,2.2,0.072,27.0,51.0,0.9982,3.09,0.55,10.4,5.0
3559,6.8,0.635,0.0,2.6,0.087,6.0,21.0,0.9966,3.33,0.59,9.5,5.0
3560,7.7,0.45,0.25,1.9,0.0819999999999999,6.0,22.0,0.9983,3.17,0.48,9.5,3.0
3561,8.2,0.4,0.36,2.7,0.078,5.0,13.0,0.9983,3.23,0.69,10.0,5.0
3562,7.1,0.5,0.31,2.0,0.079,21.0,88.0,0.9988,3.42,0.63,9.9,5.0
3563,7.9,0.66,0.09,2.3,0.076,12.0,46.0,0.99668,3.27,0.58,9.7,5.0
3564,6.9,0.58,0.0,2.2,0.094,10.0,26.0,0.99823,3.39,0.6,10.0,5.0
3565,6.4,0.5,0.0,4.0,0.075,34.0,142.0,0.99504,3.55,0.62,10.6,5.0
3566,7.9,0.54,0.02,2.5,0.061,24.0,64.0,0.99552,3.36,0.59,10.5,5.0
3567,9.3,0.36,0.32,1.7,0.077,13.0,28.0,0.99668,3.17,0.71,9.5,7.0
3568,6.2,0.6,0.0,1.9,0.122,32.0,52.0,0.99761,3.45,0.68,9.5,5.0
3569,7.1,0.41,0.32,2.3,0.072,19.0,43.0,0.9971,3.17,0.54,11.5,5.0
3570,9.9,0.54,0.3,1.8,0.077,7.0,21.0,0.9969,3.31,0.54,10.5,6.0
3571,7.8,0.58,0.21,2.1,0.079,22.0,44.0,0.99523,3.38,0.69,11.3,4.0
3572,7.4,0.57,0.09,1.8,0.073,6.0,21.0,0.99788,3.35,0.52,9.5,5.0
3573,7.0,0.66,0.01,2.1,0.088,6.0,13.0,0.9958,3.21,0.64,9.9,5.0
3574,8.4,0.6,0.31,3.4,0.0819999999999999,6.0,15.0,0.99774,3.18,0.57,9.8,5.0
3575,7.7,0.31,0.64,1.8,0.07,11.0,38.0,0.99408,3.36,0.73,10.5,6.0
3576,6.6,0.6,0.0,2.1,0.088,7.0,14.0,0.99516,3.46,0.56,11.9,6.0
3577,9.2,0.41,0.49,1.7,0.071,32.0,44.0,0.9964,3.15,0.87,9.9,4.0
3578,7.1,0.34,0.46,1.9,0.078,6.0,19.0,0.99732,3.22,0.71,9.9,5.0
3579,7.1,0.38,0.21,2.1,0.062,8.0,20.0,0.99527,3.31,0.7,9.9,5.0
3580,9.3,0.24,0.43,2.3,0.0819999999999999,17.0,35.0,0.9966,3.07,0.9,10.6,5.0
3581,7.2,0.47,0.32,1.8,0.079,24.0,60.0,0.9964,3.29,0.63,9.8,6.0
3582,8.4,0.46,0.45,4.3,0.05,19.0,47.0,0.9968,3.07,0.76,9.4,6.0
3583,6.4,0.645,0.0,2.5,0.076,13.0,32.0,0.9997,3.54,0.61,10.4,5.0
3584,9.9,0.24,0.43,2.1,0.079,17.0,44.0,0.9978,3.28,0.65,9.5,6.0
3585,7.0,0.53,0.04,2.0,0.077,4.0,9.0,0.99562,3.32,0.72,10.4,5.0
3586,6.1,0.62,0.02,1.8,0.062,7.0,17.0,0.9991,3.58,0.6,11.4,6.0
3587,7.8,0.52,0.25,2.2,0.084,19.0,33.0,0.99627,3.26,0.54,10.3,6.0
3588,7.0,0.34,0.63,2.1,0.078,14.0,24.0,0.9988,3.15,0.78,11.3,7.0
3589,7.3,0.66,0.03,1.9,0.077,15.0,27.0,0.9959,3.6,0.48,11.0,7.0
3590,7.1,0.36,0.18,2.2,0.092,40.5,141.0,0.99708,3.42,0.81,9.3,5.0
3591,10.2,0.29,0.49,2.5,0.074,16.0,36.0,0.99586,3.32,0.63,12.4,7.0
